名前,エネルギー,ビタミンA,ビタミンC,ビタミンD,ビタミンE,ビタミンK,ナイアシン,パントテン酸,ビオチン,ビタミンB₁,ビタミンB₁₂,ビタミンB₂,ビタミンB₆,葉酸,カリウム,カルシウム,クロム,セレン,マグネシウム,マンガン,モリブデン,ヨウ素,リン,亜鉛,鉄,銅,食塩相当量,たんぱく質,炭水化物,脂質,n-3系脂肪酸,n-6系脂肪酸,飽和脂肪酸,食物繊維
こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　ソテー,186,0,0,0,(0.9),(6),(1.7),(0.27),(1.5),(0.06),0,(0.03),(0.02),(4),(13),(8),(1),(31),(19),(0.33),(12),0,(50),(0.7),(0.7),(0.13),(1.1),(5.1),(29.7),(5.8),,,,(2.9)
こむぎ　［マカロニ・スパゲッティ類］　生パスタ　生,232,(0),(0),-,0.1,(0),2.6,0.27,-,0.05,(0),0.04,0.05,9,76,12,-,-,18,0.32,-,-,73,0.5,0.5,0.12,1.2,7.5,46.1,1.9,0.04,0.72,0.40,1.5
こむぎ　［ふ類］　生ふ,161,(0),(0),(0),Tr,(0),(2.9),0.12,-,0.08,(0),0.03,0.02,7,30,13,-,-,18,1.04,-,-,60,1.8,1.3,0.25,0,(11.7),-,0.8,(0.02),(0.39),(0.18),0.5
こむぎ　［ふ類］　焼きふ　釜焼きふ,357,(0),(0),(0),0.5,(0),9.0,0.58,-,0.16,(0),0.07,0.08,16,120,33,-,-,43,-,-,-,130,2.2,3.3,0.32,0,26.8,-,2.7,(0.07),(1.30),(0.62),3.7
こむぎ　［ふ類］　焼きふ　板ふ,351,(0),(0),(0),0.6,(0),(8.5),0.79,-,0.20,(0),0.08,0.16,22,220,31,-,-,90,1.54,-,-,220,2.9,4.9,0.49,0.5,(23.6),-,3.3,(0.09),(1.59),(0.76),3.8
こむぎ　［ふ類］　焼きふ　車ふ,361,(0),(0),(0),0.4,(0),(8.7),0.47,-,0.12,(0),0.07,0.07,11,130,25,-,-,53,1.23,-,-,130,2.7,4.2,0.42,0.3,(27.8),-,3.4,(0.09),(1.64),(0.78),2.6
こむぎ　［ふ類］　油ふ,547,0,-,0,3.9,65,5.6,0.22,4.6,0.07,0.1,0.03,0.06,17,71,19,3,38,28,0.94,19,Tr,95,1.4,1.7,0.21,0.1,-,-,35.3,,,,-
こむぎ　［その他］　小麦はいが,391,5,(0),(0),28.0,2,10,1.34,-,1.82,(0),0.71,1.24,390,1100,42,-,-,310,-,-,-,1100,16.0,9.4,0.89,0,26.5,29.6,11.6,0.75,5.75,1.84,14.3
こむぎ　［その他］　小麦たんぱく　粉末状,398,1,0,(0),1.1,(0),17.0,0.61,-,0.03,(0),0.12,0.10,34,90,75,-,-,75,2.67,-,-,180,5.0,6.6,0.75,0.2,71.2,-,9.7,(0.25),(4.00),(1.43),2.4
こむぎ　［その他］　小麦たんぱく　粒状,101,(0),(0),(0),0.5,(0),(4.8),0,-,0.02,(0),0.01,0.01,5,3,14,-,-,16,0.62,-,-,54,1.4,1.8,0.22,0.1,(19.4),-,2.0,(0.05),(0.82),(0.29),0.4
こむぎ　［その他］　小麦たんぱく　ペースト状,145,1,(0),(0),1.7,(0),(7.2),0.45,-,0.20,(0),0.03,0.04,17,39,30,-,-,54,1.57,-,-,160,2.4,3.0,0.36,0.6,(24.2),-,4.1,(0.11),(1.69),(0.60),0.5
こむぎ　［その他］　かやきせんべい,359,0,-,0,0.3,0,3.0,0.39,2.3,0.17,0,0.02,0.09,16,150,19,1,5,27,0.76,15,1,110,0.6,0.8,0.15,2.5,-,-,1.9,,,,-
こむぎ　［その他］　ぎょうざの皮　生,275,(0),0,(0),0.2,0,(2.5),0.61,-,0.08,(0),0.04,0.06,12,64,16,-,-,18,0.28,-,-,60,0.6,0.8,0.12,0,(8.4),(60.4),1.4,(0.04),(0.68),(0.32),2.2
こむぎ　［その他］　しゅうまいの皮　生,275,(0),0,(0),0.2,(0),(2.2),0.50,-,0.09,(0),0.04,0.05,9,72,16,-,-,17,0.28,-,-,60,0.5,0.6,0.10,0,(7.5),(61.2),1.4,(0.04),(0.68),(0.32),2.2
こむぎ　［その他］　春巻きの皮　生,288,0,-,0,Tr,1,2.0,0.18,0.9,0.03,Tr,0.01,0.03,9,77,13,1,18,13,0.23,12,1,54,0.3,0.3,0.09,1.1,-,-,1.6,,,,4.5
こむぎ　［その他］　春巻きの皮　揚げ,512,0,-,0,4.9,47,1.8,0.18,0.8,0.02,Tr,0.01,0.02,8,66,11,1,16,11,0.20,11,Tr,48,0.3,0.3,0.09,0.9,-,-,30.7,,,,4.2
こむぎ　［その他］　ピザ生地,265,(0),(0),(0),0.3,(0),2.5,0.54,-,0.15,(0),0.11,0.05,20,91,13,-,-,22,0.50,-,-,77,0.6,0.8,0.09,1.3,-,(53.2),3.0,0.13,1.24,0.49,2.3
こむぎ　［その他］　ちくわぶ,160,(0),(0),(0),Tr,(0),(1.7),0.25,-,0.01,(0),0.02,0.01,4,3,8,-,-,6,0.08,-,-,31,0.2,0.5,0.07,0,(6.5),-,1.2,(0.03),(0.58),(0.28),1.5
こむぎ　［その他］　パン粉　生,277,Tr,(0),(0),0.3,(Tr),(3.1),0.41,-,0.11,(0),0.02,0.05,40,110,25,-,-,29,0.47,-,-,97,0.7,1.1,0.15,0.9,(9.1),(51.5),5.1,(0.06),(0.95),(1.85),3.0
こむぎ　［その他］　パン粉　半生,315,Tr,(0),(0),0.4,(Tr),(3.5),0.47,-,0.13,(0),0.03,0.06,46,130,28,-,-,34,0.53,-,-,110,0.8,1.2,0.17,1.0,(10.4),(58.6),5.8,(0.07),(1.07),(2.11),3.5
こむぎ　［その他］　パン粉　乾燥,349,Tr,Tr,(0),0.4,1,(4.5),0.46,4.1,0.16,Tr,0.05,0.1,24,160,25,1,46,36,0.62,25,1,120,0.9,1.1,0.16,1.4,(12.4),68.6,4.1,(0.05),(0.75),(1.48),6.5
こむぎ　［その他］　冷めん　生,249,(0),(0),-,0,(0),1.2,0.11,-,0.04,(0),Tr,0.02,4,59,11,-,-,12,0.21,-,-,57,0.2,0.3,0.05,1.3,3.4,57.6,0.7,0.01,0.24,0.18,1.1
こめ　［水稲穀粒］　玄米,346,Tr,(0),(0),1.2,(0),8.0,1.37,6.0,0.41,(0),0.04,0.45,27,230,9,0,3,110,2.06,65,Tr,290,1.8,2.1,0.27,0,6.0,78.4,2.7,0.03,0.87,0.62,3.0
こめ　［水稲穀粒］　半つき米,345,(0),(0),(0),0.8,(0),(5.1),1.00,3.5,0.30,(0),0.03,0.28,18,150,7,0,2,64,1.40,76,Tr,210,1.6,1.5,0.24,0,(5.6),81.5,1.8,(0.02),(0.59),(0.45),1.4
こめ　［水稲穀粒］　七分つき米,348,(0),(0),(0),0.4,(0),(3.2),0.84,2.9,0.24,(0),0.03,0.20,15,120,6,Tr,2,45,1.05,73,0,180,1.5,1.3,0.23,0,(5.4),83.3,1.5,(0.02),(0.49),(0.40),0.9
こめ　［水稲穀粒］　精白米　うるち米,342,(0),(0),(0),0.1,0,2.6,0.66,1.4,0.08,(0),0.02,0.12,12,89,5,0,2,23,0.81,69,0,95,1.4,0.8,0.22,0,5.3,83.1,0.9,0.01,0.30,0.29,0.5
こめ　［水稲穀粒］　精白米　もち米,343,(0),(0),(0),(0.2),(0),3.1,(0.67),(1.4),0.12,(0),0.02,(0.12),(12),97,5,0,2,33,1.30,79,0,100,1.5,0.2,0.22,0,5.8,77.6,1.2,0.01,0.36,0.29,(0.5)
こめ　［水稲穀粒］　精白米　インディカ米,347,(0),(0),(0),Tr,(0),2.9,0.61,2.0,0.06,(0),0.02,0.08,16,68,5,2,7,18,0.88,62,0,90,1.6,0.5,0.20,0,6.4,80.3,0.9,0.01,0.25,0.30,0.5
こめ　［水稲穀粒］　はいが精米,343,(0),(0),(0),0.9,(0),4.2,1.00,3.3,0.23,(0),0.03,0.22,18,150,7,Tr,2,51,1.54,57,0,150,1.6,0.9,0.22,0,-,79.4,2.0,0.02,0.67,0.55,1.3
こめ　［水稲穀粒］　発芽玄米,339,(0),(0),(0),1.2,0,6.4,0.75,-,0.35,(0),0.02,0.34,18,160,13,-,-,120,2.07,-,-,280,1.9,1.0,0.23,0,5.5,76.2,3.3,0.03,0.92,0.70,3.1
こめ　［水稲穀粒］　赤米,344,0,-,0,1.5,-,6.9,1.17,5.6,0.38,-,0.05,0.50,30,290,12,1,3,130,2.50,55,Tr,350,2.4,1.2,0.27,0,-,71.6,3.3,,,,6.5
こめ　［水稲穀粒］　黒米,341,3,-,0,1.3,-,8.2,0.83,5.8,0.39,-,0.10,0.49,49,270,15,3,3,110,4.28,72,0,310,1.9,0.9,0.22,0,-,72.3,3.2,,,,5.6
こめ　［水稲めし］　玄米,152,(0),(0),(0),0.5,(0),3.6,0.65,2.5,0.16,(0),0.02,0.21,10,95,7,0,1,49,1.04,34,0,130,0.8,0.6,0.12,0,2.4,35.1,1.0,(0.01),(0.32),(0.23),1.4
こめ　［水稲めし］　半つき米,154,(0),(0),(0),0.2,(0),(2.2),0.35,1.2,0.08,(0),0.01,0.07,6,43,4,0,1,22,0.60,34,0,53,0.7,0.2,0.11,0,(2.2),36.8,0.6,(0.01),(0.19),(0.15),0.8
こめ　［水稲めし］　七分つき米,160,(0),(0),(0),0.1,(0),(1.4),0.26,0.9,0.06,(0),0.01,0.03,5,35,4,0,1,13,0.46,35,0,44,0.7,0.2,0.11,0,(2.1),36.8,0.5,(0.01),(0.16),(0.13),0.5
こめ　［水稲めし］　精白米　インディカ米,184,(0),(0),(0),0,(0),1.3,0.24,0.5,0.02,(0),Tr,0.02,6,31,2,1,3,8,0.42,32,0,41,0.8,0.2,0.10,0,3.2,41.0,0.4,Tr,0.12,0.14,0.4
こめ　［水稲めし］　精白米　うるち米,156,(0),(0),(0),Tr,(0),0.8,0.25,0.5,0.02,(0),0.01,0.02,3,29,3,0,1,7,0.35,30,0,34,0.6,0.1,0.10,0,2.0,38.1,0.3,Tr,0.08,0.10,1.5
こめ　［水稲めし］　精白米　もち米,188,(0),(0),(0),(Tr),(0),1.0,(0.30),(0.5),0.03,(0),0.01,(0.02),(4),28,2,0,1,5,0.50,48,0,19,0.8,0.1,0.11,0,3.1,45.6,0.5,Tr,0.15,0.15,(0.4)
こめ　［水稲めし］　はいが精米,159,(0),(0),(0),0.4,(0),1.3,0.44,1.0,0.08,(0),0.01,0.09,6,51,5,1,1,24,0.68,28,0,68,0.7,0.2,0.10,0,-,37.9,0.6,(0.01),(0.20),(0.16),0.8
こめ　［水稲めし］　発芽玄米,161,(0),(0),(0),0.3,0,2.8,0.36,-,0.13,(0),0.01,0.13,6,68,6,-,-,53,0.93,-,-,130,0.9,0.4,0.11,0,2.7,33.2,1.4,0.01,0.41,0.26,1.8
こめ　［水稲めし］　赤米,150,0,-,-,0.6,-,3.4,0.47,2.8,0.15,-,0.02,0.19,9,120,5,Tr,1,55,1.00,24,-,150,1.0,0.5,0.12,0,-,31.0,1.3,,,,3.4
こめ　［水稲めし］　黒米,150,1,-,-,0.3,-,3.6,0.40,2.7,0.14,-,0.04,0.18,19,130,7,1,2,55,1.95,33,-,150,0.9,0.4,0.11,0,-,30.9,1.4,,,,3.3
こめ　［水稲軟めし］　精白米,113,0,0,0,(Tr),0,(0.4),(0.18),(0.3),(0.02),0,(0.01),(0.01),(2),(20),(3),0,(1),(5),(0.25),(21),0,(24),(0.4),(0.1),(0.08),0,-,(27.1),(0.3),,,,(1.1)
こめ　［水稲全かゆ］　玄米,64,(0),(0),(0),0,(0),(1.5),(0.28),-,(0.07),(0),(0.01),(0.09),(4),(41),(3),-,-,(21),(0.44),-,-,(55),(0.3),(0.2),(0.05),0,(1.0),(14.9),(0.4),(Tr),(0.13),(0.09),(0.6)
こめ　［水稲全かゆ］　半つき米,65,(0),(0),(0),0,0,(1.0),(0.15),-,(0.03),(0),(Tr),(0.03),(2),(18),(2),-,-,(9),(0.26),-,-,(23),(0.3),(0.1),(0.05),0,(0.9),(15.7),(0.3),(Tr),(0.10),(0.08),(0.3)
こめ　［水稲全かゆ］　七分つき米,68,(0),(0),(0),(Tr),0,(0.6),(0.11),-,(0.03),(0),(Tr),(0.01),(2),(15),(2),-,-,(6),(0.19),-,-,(19),(0.3),(0.1),(0.04),0,(0.9),(15.6),(0.2),(Tr),(0.07),(0.05),(0.2)
こめ　［水稲全かゆ］　精白米,65,(0),(0),(0),(Tr),0,(0.4),(0.11),0.3,(0.01),(0),(Tr),(0.01),(1),(12),(1),0,0,(3),(0.15),13,0,(14),(0.3),(Tr),(0.04),0,(0.9),(16.2),(0.1),(Tr),(0.03),(0.03),(0.1)
こめ　［水稲五分かゆ］　玄米,32,(0),(0),(0),0,0,(0.7),(0.14),-,(0.03),(0),(Tr),(0.05),(2),(20),(1),-,-,(10),(0.22),-,-,(28),(0.2),(0.1),(0.03),0,(0.5),(7.5),(0.2),(Tr),(0.06),(0.05),(0.3)
こめ　［水稲五分かゆ］　半つき米,32,(0),(0),(0),(Tr),0,(0.4),(0.07),-,(0.02),(0),(Tr),(0.01),(1),(9),(1),-,-,(5),(0.13),-,-,(11),(0.2),(Tr),(0.02),0,(0.5),(7.8),(0.1),(Tr),(0.03),(0.03),(0.1)
こめ　［水稲五分かゆ］　七分つき米,32,(0),(0),(0),(Tr),0,(0.3),(0.05),-,(0.01),(0),(Tr),(0.01),(1),(8),(1),-,-,(3),(0.10),-,-,(9),(0.1),(Tr),(0.02),0,(0.5),(7.8),(0.1),(Tr),(0.03),(0.03),(0.1)
こめ　［水稲五分かゆ］　精白米,33,(0),(0),(0),(Tr),0,(0.1),(0.05),0.1,(Tr),(0),(Tr),(Tr),(1),(6),(1),0,Tr,(1),(0.08),7,0,(7),(0.1),(Tr),(0.02),0,(0.4),(8.1),(0.1),(Tr),(0.03),(0.03),(0.1)
こめ　［水稲おもゆ］　玄米,19,(0),(0),(0),0,0,(0.5),(0.08),-,(0.02),(0),(Tr),(0.03),(1),(12),(1),-,-,(6),(0.13),-,-,(16),(0.1),(0.1),(0.01),0,(0.3),(4.4),(0.1),(Tr),(0.03),(0.02),(0.2)
こめ　［水稲おもゆ］　半つき米,19,(0),(0),(0),(Tr),0,(0.3),(0.04),-,(0.01),(0),(Tr),(0.01),(1),(5),(1),-,-,(3),(0.08),-,-,(7),(0.1),(Tr),(0.01),0,(0.2),(4.6),(0.1),(Tr),(0.03),(0.03),(0.1)
こめ　［水稲おもゆ］　七分つき米,20,(0),(0),(0),(Tr),0,(0.2),(0.03),-,(0.01),(0),(Tr),(Tr),(1),(4),(1),-,-,(2),(0.06),-,-,(5),(0.1),(Tr),(0.01),0,(0.2),(4.6),(0.1),(Tr),(0.03),(0.03),(Tr)
こめ　［水稲おもゆ］　精白米,19,(0),(0),(0),(Tr),0,(0.1),(0.03),0.1,(Tr),(0),(Tr),(Tr),(Tr),(4),(Tr),0,1,(1),(0.04),8,0,(4),(0.1),(Tr),(0.01),0,(0.2),(4.8),0,(0),(0),(0),(Tr)
こめ　［陸稲穀粒］　玄米,357,Tr,(0),(0),1.2,(0),(8.8),1.37,-,0.41,(0),0.04,0.45,27,230,9,-,-,110,1.53,-,-,290,1.8,2.1,0.27,0,(8.7),(78.4),2.7,(0.03),(0.87),(0.62),3.0
こめ　［陸稲穀粒］　半つき米,356,(0),(0),(0),0.8,(0),(7.2),1.00,-,0.30,(0),0.03,0.28,18,150,7,-,-,64,1.04,-,-,210,1.6,1.5,0.24,0,(8.1),(81.5),1.8,(0.02),(0.59),(0.45),1.4
こめ　［陸稲穀粒］　七分つき米,359,(0),(0),(0),0.4,(0),(5.6),0.84,-,0.24,(0),0.03,0.20,15,120,6,-,-,45,0.78,-,-,180,1.5,1.3,0.23,0,(8.0),(83.3),1.5,(0.02),(0.49),(0.40),0.9
こめ　［陸稲穀粒］　精白米,331,(0),(0),(0),0.1,(0),(3.3),0.66,-,0.08,(0),0.02,0.12,12,89,5,-,-,23,0.59,-,-,95,1.4,0.8,0.22,0,(7.8),(77.6),0.9,(0.01),(0.30),(0.29),0.5
こめ　［陸稲めし］　玄米,156,(0),(0),(0),0.5,(0),(3.9),0.65,-,0.16,(0),0.02,0.21,10,95,7,-,-,49,0.77,-,-,130,0.8,0.6,0.12,0,(3.5),(35.1),1.0,(0.01),(0.32),(0.23),1.4
こめ　［陸稲めし］　半つき米,157,(0),(0),(0),0.2,(0),(2.5),0.35,-,0.08,(0),0.01,0.07,6,43,4,-,-,22,0.45,-,-,53,0.7,0.2,0.11,0,(3.1),(36.8),0.6,(0.01),(0.19),(0.15),0.8
こめ　［陸稲めし］　七分つき米,155,(0),(0),(0),0.1,(0),(1.7),0.26,-,0.06,(0),0.01,0.03,5,35,4,-,-,13,0.34,-,-,44,0.7,0.2,0.11,0,(2.9),(36.8),0.5,(0.01),(0.16),(0.13),0.5
こめ　［陸稲めし］　精白米,157,(0),(0),(0),Tr,(0),(1.0),0.25,-,0.02,(0),0.01,0.02,3,29,3,-,-,7,0.26,-,-,34,0.6,0.1,0.10,0,(2.8),(38.1),0.3,(Tr),(0.10),(0.10),0.3
こめ　［うるち米製品］　アルファ化米　一般用,358,(0),(0),(0),0.1,0,1.9,0.19,1.0,0.04,(0),Tr,0.04,7,37,7,1,2,14,0.60,69,0,71,1.6,0.1,0.22,0,5.0,87.6,1.0,0.01,0.27,0.31,1.2
こめ　［うるち米製品］　アルファ化米　学校給食用強化品,358,(0),(0),(0),0.1,0,(1.9),0.19,1.0,0.41,(0),Tr,0.04,7,37,7,1,2,14,0.60,69,0,71,1.6,0.1,0.22,0,(5.0),(87.6),1.0,,,,1.2
こめ　［うるち米製品］　水稲全かゆ　レトルト　玄米,45,0,0,-,0.2,Tr,1,0.12,0.8,0.03,0,Tr,0.05,2,30,3,0,Tr,15,0.36,10,Tr,37,0.3,0.1,0.03,0,0.7,10,0.4,Tr,0.11,0.09,0.9
こめ　［うるち米製品］　水稲全かゆ　レトルト　精白米,37,0,0,-,Tr,0,0.2,0.03,0.1,Tr,0,0,Tr,Tr,6,2,0,0,2,0.06,6,0,7,0.1,0.1,0.01,0,0.5,9,0.1,0,0.03,0.04,0.5
こめ　［うるち米製品］　おにぎり,170,(0),0,(0),Tr,0,0.9,0.27,-,0.02,(0),0.01,0.02,3,31,3,-,-,7,0.38,-,-,37,0.6,0.1,0.10,0.5,2.4,39.7,0.3,(Tr),(0.10),(0.10),0.4
こめ　［うるち米製品］　焼きおにぎり,166,(0),0,(0),Tr,0,(1.1),0.29,1.1,0.03,0,0.02,0.03,5,56,5,1,4,11,0.37,43,25,46,0.7,0.2,0.10,1.0,(2.7),(40.6),0.3,(Tr),(0.10),(0.10),0.4
こめ　［うるち米製品］　きりたんぽ,200,(0),0,(0),Tr,0,(1.1),0.31,-,0.03,(0),0.01,0.02,4,36,4,-,-,9,0.40,-,-,43,0.7,0.1,0.12,0,(2.8),(46.1),0.4,(Tr),(0.13),(0.13),0.4
こめ　［うるち米製品］　上新粉,343,(0),(0),(0),0.2,(0),2.7,0.67,1.1,0.09,(0),0.02,0.12,12,89,5,1,4,23,0.75,77,1,96,1.0,0.8,0.19,0,5.4,83.5,0.9,(0.01),(0.30),(0.29),0.6
こめ　［うるち米製品］　玄米粉,370,(0),(0),-,1.2,(0),6.1,0.12,5.1,0,(0),0.03,0.08,9,230,12,6,2,110,2.49,120,1,290,2.4,1.4,0.30,0,5.4,84.8,2.9,0.03,0.82,0.67,3.5
こめ　［うるち米製品］　米粉,356,(0),(0),-,0,(0),1.7,0.20,-,0.03,(0),0.01,0.04,9,45,6,-,-,11,0.60,-,-,62,1.5,0.1,0.23,0,5.1,81.7,0.7,0.01,0.20,0.25,0.6
こめ　［うるち米製品］　米粉パン　食パン,247,-,0,-,(0.5),-,(2.6),(0.22),(1.5),(0.05),(Tr),(0.06),(0.04),(32),(57),(22),0,(Tr),(14),(0.54),(Tr),(1),(61),(1.3),(0.8),(0.18),(1.1),(10.2),(38.3),(5.1),,,,(0.7)
こめ　［うるち米製品］　米粉パン　ロールパン,256,-,0,(0.5),(0.8),-,(2.2),(0.27),(2.8),(0.05),(0.1),(0.08),(0.04),(35),(66),(26),0,(2),(12),(0.43),(1),(3),(65),(1.2),(0.6),(0.16),(0.9),(8.2),(39.4),(6.7),,,,(0.6)
こめ　［うるち米製品］　米粉パン　小麦グルテン不使用のもの,247,-,-,-,0.5,-,1.5,0.23,-,0.05,-,0.03,0.04,30,92,4,-,-,11,0.38,-,-,46,0.9,0.2,0.12,0.9,2.8,55.6,3.1,0.13,0.44,0.43,0.9
こめ　［うるち米製品］　米粉めん,252,(0),(0),-,Tr,(0),1.4,0.31,-,0.03,(0),Tr,0.05,4,43,5,-,-,11,0.48,-,-,56,1.1,0.1,0.15,0.1,3.2,56.6,0.7,0.01,0.20,0.24,0.9
こめ　［うるち米製品］　ビーフン,360,(0),(0),(0),0,(0),2.4,0.09,0.6,0.06,(0),0.02,0,4,33,14,4,3,13,0.33,25,5,59,0.6,0.7,0.06,0,5.8,(79.9),1.6,(0.02),(0.53),(0.51),0.9
こめ　［うるち米製品］　ライスペーパー,339,0,0,0,0,0,0.2,0.02,0.2,0.01,0.3,0,0.01,3,22,21,18,Tr,21,0.14,3,6,12,0.1,1.2,0.03,1.7,0.4,85.7,0.3,Tr,0.03,0.09,0.8
こめ　［うるち米製品］　米こうじ,260,(0),(0),(0),0.2,(0),2.8,0.42,4.2,0.11,(0),0.13,0.11,71,61,5,0,2,16,0.74,48,0,83,0.9,0.3,0.16,0,4.6,60.3,1.7,0.01,0.49,0.49,1.4
こめ　［もち米製品］　もち,223,(0),(0),(0),Tr,0,1.2,0.34,0.6,0.03,(0),0.01,0.03,4,32,3,0,2,6,0.58,56,0,22,0.9,0.1,0.13,0,3.6,50.0,0.6,(Tr),(0.17),(0.17),0.5
こめ　［もち米製品］　赤飯,186,0,0,(0),Tr,1,(1.2),0.30,1.0,0.05,(0),0.01,0.03,9,71,6,0,2,11,0.45,61,0,34,0.9,0.4,0.13,0,(3.6),(41.0),0.6,(0.02),(0.16),(0.14),1.6
こめ　［もち米製品］　あくまき,131,(0),(0),(0),Tr,(0),(0.6),0,-,Tr,(0),Tr,0.01,1,300,6,-,-,6,0.39,-,-,10,0.7,0.1,0.05,0,(2.0),(29.0),1.8,(0.01),(0.54),(0.53),0.2
こめ　［もち米製品］　白玉粉,347,(0),(0),(0),0,(0),1.8,0,1.0,0.03,(0),0.01,0.01,14,3,5,1,3,6,0.55,56,3,45,1.2,1.1,0.17,0,5.5,84.2,1.0,(0.01),(0.31),(0.25),0.5
こめ　［もち米製品］　道明寺粉,349,(0),(0),(0),Tr,(0),(2.0),0.22,-,0.04,(0),0.01,0.04,6,45,6,-,-,9,0.90,-,-,41,1.5,0.4,0.22,0,(6.1),(85.1),0.7,Tr,0.15,0.22,0.7
こめ　［その他］　米ぬか,374,(0),(0),-,10.0,(0),38.0,4.43,38.0,3.12,(0),0.21,3.27,180,1500,35,5,5,850,15.00,65,3,2000,5.9,7.6,0.48,0,10.9,27.5,19.6,0.22,5.68,3.45,20.5
そば　そば粉　全層粉,339,(0),(0),(0),0.2,0,7.7,1.56,17.0,0.46,(0),0.11,0.30,51,410,17,4,7,190,1.09,47,1,400,2.4,2.8,0.54,0,10.2,70.2,3.1,0.06,0.96,0.60,4.3
そば　そば粉　内層粉,342,(0),(0),(0),0.1,(0),(3.8),0.72,4.7,0.16,(0),0.07,0.20,30,190,10,2,7,83,0.49,12,0,130,0.9,1.7,0.37,0,(5.1),81.2,1.6,(0.03),(0.50),(0.31),1.8
そば　そば粉　中層粉,334,(0),(0),(0),0.2,(0),(6.8),1.54,18.0,0.35,(0),0.10,0.44,44,470,19,3,13,220,1.17,43,0,390,2.2,3.0,0.58,0,(8.7),71.3,2.7,(0.05),(0.84),(0.53),4.4
そば　そば粉　表層粉,337,(0),(0),(0),0.4,(0),(11.0),2.60,38.0,0.50,(0),0.14,0.76,84,750,32,6,16,340,2.42,77,2,700,4.6,4.2,0.91,0,(12.8),45.5,3.6,(0.07),(1.12),(0.70),7.1
そば　そば米,347,(0),0,(0),0.1,(0),(6.9),1.53,-,0.42,(0),0.10,0.35,23,390,12,-,-,150,0.76,-,-,260,1.4,1.6,0.38,0,(8.0),(70.8),2.5,(0.05),(0.77),(0.49),3.7
そば　そば　生,271,(0),(0),(0),0.2,-,5.4,1.09,5.5,0.19,(0),0.09,0.15,19,160,18,3,24,65,0.86,25,4,170,1.0,1.4,0.21,0,8.2,(56.4),1.9,(0.04),(0.76),(0.40),6.0
そば　そば　ゆで,130,(0),(0),(0),0.1,-,(1.5),0.33,2.7,0.05,(0),0.02,0.04,8,34,9,2,12,27,0.38,11,Tr,80,0.4,0.8,0.10,0,(3.9),(27.0),1.0,(0.02),(0.40),(0.21),2.9
そば　そば　半生そば,325,0,(0),(0),(0.2),-,(4.5),(1.25),(6.3),(0.22),(0),(0.10),(0.16),(22),(190),(20),(4),(27),(74),(0.99),(28),(4),(180),(1.2),(1.3),(0.24),0,(8.7),(64.9),(3.8),,,,6.9
そば　干しそば　乾,344,(0),(0),(0),0.3,(0),6.1,1.15,-,0.37,(0),0.08,0.24,25,260,24,-,-,100,1.11,-,-,230,1.5,2.6,0.34,2.2,11.7,(72.4),2.3,(0.05),(0.92),(0.49),3.7
そば　干しそば　ゆで,113,(0),(0),(0),0.1,(0),(1.6),0.22,-,0.08,(0),0.02,0.05,5,13,12,-,-,33,0.33,-,-,72,0.4,0.9,0.10,0.1,(3.9),(23.6),0.7,(0.02),(0.28),(0.15),1.5
とうもろこし　玄穀　黄色種,341,13,(0),(0),1.0,(0),(3.0),0.57,8.3,0.30,(0),0.10,0.39,28,290,5,Tr,6,75,-,20,0,270,1.7,1.9,0.18,0,(7.4),71.2,5.0,(0.09),(2.15),(1.01),9.0
とうもろこし　玄穀　白色種,341,(0),(0),(0),1.0,(0),(3.0),0.57,8.3,0.30,(0),0.10,0.39,28,290,5,Tr,6,75,-,20,0,270,1.7,1.9,0.18,0,(7.4),(71.2),5.0,,,,9.0
とうもろこし　コーンミール　黄色種,375,13,(0),(0),1.1,(0),(1.6),0.57,-,0.15,(0),0.08,0.43,28,220,5,-,-,99,0.38,-,-,130,1.4,1.5,0.16,0,(7.0),(79.7),4.0,(0.07),(1.72),(0.80),8.0
とうもろこし　コーンミール　白色種,375,(0),(0),(0),1.1,(0),(1.6),0.57,-,0.15,(0),0.08,0.43,28,220,5,-,-,99,0.38,-,-,130,1.4,1.5,0.16,0,(7.0),(79.7),4.0,,,,8.0
とうもろこし　コーングリッツ　黄色種,352,15,(0),(0),0.2,(0),1.4,0.32,3.1,0.06,(0),0.05,0.11,8,160,2,0,6,21,-,10,Tr,50,0.4,0.3,0.07,0,7.6,82.3,1.0,0.02,0.43,0.20,2.4
とうもろこし　コーングリッツ　白色種,352,(0),(0),(0),0.2,(0),(1.4),0.32,3.1,0.06,(0),0.05,0.11,8,160,2,0,6,21,-,10,Tr,50,0.4,0.3,0.07,0,(7.6),(82.3),1.0,,,,2.4
とうもろこし　コーンフラワー　黄色種,347,11,(0),(0),0.2,(0),(2.1),0.37,-,0.14,(0),0.06,0.20,9,200,3,-,-,31,0.13,-,-,90,0.6,0.6,0.08,0,(5.7),(79.7),2.8,(0.05),(1.20),(0.56),1.7
とうもろこし　コーンフラワー　白色種,347,(0),(0),(0),0.2,(0),(2.1),0.37,-,0.14,(0),0.06,0.20,9,200,3,-,-,31,0.13,-,-,90,0.6,0.6,0.08,0,(5.7),(79.7),2.8,,,,1.7
